,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other,isClosed,active_days
4464,software,1,2007,USA,5.0,125371133.0,1.0,2.0,38.9822282,-94.6707917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
4471,ecommerce,1,2006,other,5.0,125371133.0,2.0,19.0,60.1698557,24.9383791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5475.0
4479,search,1,2003,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6205.0
4485,enterprise,1,2006,USA,4.0,109046753.0,1.0,3.0,59.9342802,30.3350986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4491,advertising,1,2001,USA,5.0,83511402.0,3.0,11.0,37.7799273,-121.9780153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13505.0
4494,enterprise,1,2007,USA,5.0,125371133.0,1.0,5.0,40.7127753,-74.0059728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
4497,consulting,1,1967,USA,5.0,125371133.0,2.0,26.0,40.8256561,-73.6981858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4509,software,1,1998,USA,6.0,45585068.0,2.0,20.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
4510,software,1,2000,USA,5.0,125371133.0,1.0,1.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
4519,consulting,1,2006,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6935.0
4521,mobile,1,1999,IRL,5.0,125371133.0,1.0,5.0,53.3498053,-6.2603097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4380.0
4527,advertising,1,2006,USA,5.0,38300000.0,4.0,15.0,37.5629917,-122.3255254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4529,software,1,2002,other,5.0,125371133.0,3.0,17.0,42.6977082,23.3218675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
4532,mobile,1,2006,USA,5.0,125371133.0,1.0,5.0,33.8302961,-116.5452921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
4542,other,1,1982,USA,5.0,125371133.0,1.0,1.0,42.6583661,-83.1499322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4543,other,1,2008,other,5.0,125371133.0,1.0,2.0,47.1661672,8.5154946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7300.0
4545,web,1,2008,other,5.0,125371133.0,1.0,1.0,24.8614622,67.0099388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7665.0
4547,advertising,2,1999,USA,5.0,47500000.0,2.0,3.0,37.4418834,-122.1430195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
4549,ecommerce,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5475.0
4550,web,1,2007,USA,5.0,125371133.0,1.0,1.0,33.7489954,-84.3879824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
4553,software,1,2006,DEU,5.0,125371133.0,1.0,1.0,48.1351253,11.5819805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7665.0
4557,enterprise,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
4559,web,1,2008,USA,5.0,125371133.0,1.0,2.0,42.1945758,-122.7094767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4565,software,1,2006,IND,5.0,125371133.0,1.0,4.0,19.0759837,72.8776559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12410.0
4575,mobile,2,2003,USA,4.0,5700000000.0,2.0,19.0,47.6768927,-122.2059833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
4577,advertising,1,2008,AUS,5.0,125371133.0,1.0,1.0,-31.2532183,146.921099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3650.0
4578,network_hosting,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
4579,consulting,1,1998,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.2436849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
4584,advertising,1,1991,USA,5.0,125371133.0,2.0,8.0,32.8140177,-96.9488945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
4585,software,1,2011,other,5.0,125371133.0,1.0,2.0,37.680651,-97.390305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
4586,advertising,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
4589,mobile,1,2003,USA,5.0,125371133.0,1.0,3.0,42.8911782,-75.6412775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4591,software,1,1988,USA,5.0,125371133.0,1.0,7.0,37.4852152,-122.2363548,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
4595,web,1,2011,DEU,5.0,125371133.0,1.0,3.0,52.5200066,13.404954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7300.0
4596,enterprise,1,2008,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3285.0
4598,web,1,1998,USA,5.0,125371133.0,2.0,8.0,37.4852152,-122.2363548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
4606,web,3,2001,USA,5.0,125371133.0,2.0,3.0,33.7489954,-84.3879824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
4609,consulting,1,2007,IND,5.0,125371133.0,1.0,1.0,23.2599333,77.412615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
4610,enterprise,1,2007,USA,4.0,36200000.0,4.0,3.0,42.3370413,-71.2092214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4612,web,1,2006,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4615,games_video,1,2007,USA,5.0,125371133.0,1.0,2.0,38.984652,-77.0947092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4616,software,1,2007,USA,5.0,125371133.0,2.0,4.0,37.5482697,-121.9885719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
4624,web,1,2006,GBR,5.0,125371133.0,1.0,2.0,47.7510741,-120.7401385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
4633,other,1,2005,USA,5.0,39800000.0,1.0,12.0,47.6101497,-122.2015159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
4637,software,1,2000,USA,5.0,35154999.0,2.0,13.0,37.5585465,-122.2710788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4640,consulting,1,2002,USA,5.0,125371133.0,1.0,1.0,26.5628537,-81.9495331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9855.0
4642,software,1,2006,USA,5.0,125371133.0,3.0,5.0,33.7489954,-84.3879824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
4643,consulting,1,2011,USA,5.0,125371133.0,1.0,2.0,38.9787544,-94.5673493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
4648,consulting,1,2003,FRA,5.0,125371133.0,1.0,11.0,48.856614,2.3522219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3650.0
4656,consulting,1,1994,other,5.0,125371133.0,1.0,1.0,19.4326077,-99.133208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
4662,public_relations,1,2007,ISR,5.0,125371133.0,1.0,2.0,32.0852999,34.7817676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5110.0
4667,mobile,2,1988,USA,5.0,125371133.0,1.0,2.0,41.079273,-85.1393513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.0
4676,software,1,2007,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.2436849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
4683,enterprise,1,2006,USA,5.0,125371133.0,1.0,3.0,34.0194543,-118.4911912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
4701,mobile,1,2006,FRA,5.0,125371133.0,1.0,3.0,44.880163,-0.523108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3650.0
4703,software,1,2006,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8395.0
4705,advertising,1,1997,USA,5.0,125371133.0,1.0,1.0,33.1580933,-117.3505939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
4707,games_video,1,2007,USA,5.0,125371133.0,1.0,2.0,33.2859472,-96.5727669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
4708,software,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
4713,enterprise,1,2006,other,5.0,125371133.0,1.0,2.0,37.1929578,-95.7175467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6205.0
4717,web,1,2002,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
4718,advertising,1,2008,other,5.0,125371133.0,1.0,2.0,-26.0254685,28.00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
4720,other,2,2008,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4745.0
4724,web,1,2005,USA,5.0,125371133.0,1.0,1.0,40.5868114,-74.6985891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
4725,web,1,2005,GBR,5.0,125371133.0,2.0,10.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
4729,mobile,1,2008,USA,5.0,125371133.0,2.0,6.0,34.0522342,-118.2436849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12410.0
4746,advertising,1,2006,other,5.0,125371133.0,1.0,2.0,40.434614,-79.7312158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
4747,web,1,2001,USA,5.0,125371133.0,1.0,33.0,39.0839973,-77.1527578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11680.0
4752,web,1,2006,USA,5.0,125371133.0,1.0,6.0,40.6895314,-74.1744624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14235.0
4753,search,1,2000,USA,5.0,125371133.0,1.0,7.0,40.554887,-74.4642861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4762,ecommerce,1,2008,USA,5.0,125371133.0,1.0,2.0,42.5803122,-83.0302033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
4765,other,1,2007,USA,5.0,131000000.0,3.0,29.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4770,consulting,1,1975,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.2436849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4771,games_video,1,1993,USA,5.0,125371133.0,1.0,1.0,34.0194543,-118.4911912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4773,web,2,1996,USA,5.0,125371133.0,1.0,6.0,32.715738,-117.1610838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.0
4776,games_video,1,2007,USA,5.0,125371133.0,1.0,3.0,41.8781136,-87.6297982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
4783,web,1,2004,USA,5.0,125371133.0,1.0,3.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4784,other,1,2009,other,5.0,125371133.0,1.0,6.0,59.3293235,18.0685808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7665.0
4791,other,1,2004,USA,5.0,125371133.0,1.0,2.0,41.3897764,-81.4412259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
4796,web,1,2006,GBR,5.0,125371133.0,1.0,1.0,53.514681,-2.038679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
4798,web,1,2000,FRA,5.0,125371133.0,1.0,2.0,48.936181,2.357443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5475.0
4799,software,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
4800,web,1,2005,FRA,5.0,125371133.0,1.0,5.0,48.986011,2.229632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6935.0
4802,software,1,1983,FRA,5.0,125371133.0,1.0,2.0,45.764043,4.835659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4745.0
4803,public_relations,1,2006,USA,5.0,125371133.0,1.0,1.0,34.0194543,-118.4911912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4808,mobile,1,2007,ESP,5.0,125371133.0,1.0,4.0,40.4167754,-3.7037902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6205.0
4810,enterprise,2,1995,USA,5.0,125371133.0,2.0,26.0,37.3382082,-121.8863286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6935.0
4814,other,2,1959,USA,5.0,125371133.0,1.0,70.0,37.3541079,-121.9552356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
4817,software,4,1975,USA,5.0,125371133.0,1.0,26.0,37.4323341,-121.8995741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
4818,advertising,1,2009,ISR,5.0,125371133.0,2.0,5.0,32.0852999,34.7817676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6570.0
4819,biotech,2,1995,USA,5.0,125371133.0,1.0,2.0,37.36883,-122.0363496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
4822,other,1,2008,other,5.0,125371133.0,1.0,1.0,39.0825197,-94.5823061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
4826,software,1,2005,BRA,5.0,125371133.0,1.0,2.0,-25.4244287,-49.2653819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4015.0
4827,software,2,2001,USA,5.0,125371133.0,1.0,2.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
4829,ecommerce,1,2009,other,5.0,125371133.0,1.0,3.0,60.2054911,24.6559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
4831,software,1,2003,USA,5.0,125371133.0,1.0,2.0,25.8575963,-80.2781057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
4846,software,1,2011,IRL,5.0,125371133.0,1.0,1.0,53.270668,-9.0567905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4380.0
4854,mobile,1,2010,USA,5.0,125371133.0,1.0,3.0,37.3541079,-121.9552356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4862,software,1,2007,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4864,web,2,2007,USA,5.0,125371133.0,2.0,1.0,29.4259671,-98.4861419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
4866,web,1,2008,USA,5.0,125371133.0,1.0,2.0,36.9880057,-121.9566267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
4867,other,1,2004,USA,5.0,125371133.0,1.0,2.0,39.1222138,-104.917204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
4868,other,1,2003,USA,5.0,44709996.0,3.0,9.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4869,software,1,2005,other,5.0,125371133.0,1.0,3.0,36.0458512,-95.8522669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
4884,ecommerce,1,2011,other,5.0,125371133.0,2.0,1.0,45.4642035,9.189982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
4892,software,1,2008,IND,5.0,125371133.0,1.0,3.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4745.0
4894,other,1,1933,NLD,5.0,125371133.0,2.0,3.0,49.00363,2.516978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3650.0
4895,biotech,1,2008,DEU,5.0,125371133.0,2.0,20.0,51.0459248,7.0192196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5110.0
4897,biotech,1,1992,GBR,5.0,125371133.0,2.0,25.0,51.5073509,-0.1277583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8030.0
4902,web,1,2006,FRA,5.0,125371133.0,1.0,2.0,48.117266,-1.6777926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10220.0
4909,network_hosting,1,2008,CAN,5.0,125371133.0,1.0,9.0,43.653226,-79.3831843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4015.0
4910,consulting,1,2007,other,5.0,125371133.0,1.0,2.0,46.2715983,6.125981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2920.0
4916,enterprise,1,2001,USA,4.0,30300000.0,1.0,9.0,42.3764852,-71.2356113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
4925,consulting,1,1990,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.8776559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4745.0
4933,consulting,2,2003,other,5.0,125371133.0,1.0,10.0,48.2081743,16.3738189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4745.0
4934,advertising,1,2004,USA,5.0,125371133.0,2.0,6.0,37.3860517,-122.0838511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
4945,web,1,2000,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3650.0
4947,software,1,1999,USA,6.0,46799996.0,1.0,9.0,32.715738,-117.1610838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
4949,web,1,2007,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
4960,web,1,2008,CAN,5.0,125371133.0,1.0,1.0,49.2827291,-123.1207375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3650.0
4962,web,1,2008,AUS,5.0,125371133.0,1.0,3.0,-33.8780176,151.2204441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3285.0
4969,advertising,1,2008,USA,5.0,125371133.0,2.0,1.0,33.6845673,-117.8265049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
4970,software,1,2009,IND,5.0,125371133.0,1.0,1.0,19.0759837,72.8776559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4745.0
4973,advertising,1,1996,other,5.0,125371133.0,1.0,1.0,25.2048493,55.2707828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
4977,enterprise,1,2005,NLD,5.0,125371133.0,1.0,5.0,51.9244201,4.4777326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3650.0
4988,advertising,1,2007,other,5.0,125371133.0,1.0,2.0,41.0082376,28.9783589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
4990,advertising,1,2011,other,5.0,125371133.0,1.0,2.0,59.3293235,18.0685808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
4996,software,1,2006,USA,5.0,125371133.0,1.0,3.0,47.6062095,-122.3320708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
4998,software,1,1987,ISR,5.0,125371133.0,1.0,5.0,32.068424,34.824785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3285.0
5001,consulting,1,2009,other,5.0,125371133.0,1.0,1.0,35.1855659,33.3822764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
5016,ecommerce,1,2010,NLD,5.0,125371133.0,1.0,2.0,52.060669,4.494025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15330.0
5022,software,2,1998,USA,5.0,125371133.0,1.0,1.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
